"state_code","latitude","longitude","zip_code","id","city","name","founded_at","closed_at","first_funding_at","last_funding_at","age_first_funding_year","age_last_funding_year","age_first_milestone_year","age_last_milestone_year","relationships","funding_rounds","funding_total_usd","milestones","is_CA","is_NY","is_MA","is_TX","is_otherstate","category_code","is_software","is_web","is_mobile","is_enterprise","is_advertising","is_gamesvideo","is_ecommerce","is_biotech","is_consulting","is_othercategory","has_VC","has_angel","has_roundA","has_roundB","has_roundC","has_roundD","is_top500","status"
"CA",34.054935,-118.244476,"90301","c:43480","Los Angeles","Mail.com Media Corporation",2004-01-01,2011-01-01,2008-10-21,2008-10-21,4.8082,4.8082,6.6027,6.7233,4,1,3.5e+07,2,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"closed"
"VA",38.916336,-77.230488,"22182","c:12224","Viena","DubMeNow",2008-01-01,2013-06-01,2008-08-01,2012-06-05,0.5836,4.4301,1.2521,2.1452,5,4,7516703,3,0,0,0,0,1,"mobile",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"closed"
"TX",30.409765,-97.75101,"78759","c:54488","Austin","Smooth-Stone",2008-01-01,2011-07-01,2010-08-16,2010-08-16,2.6247,2.6247,2.874,4.3014,1,1,4.8e+07,3,0,0,0,1,0,"cleantech",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"closed"
"CA",37.2690782,-121.9559995,"95008","c:16181","Campbell","ONStor",2000-01-01,NA,2005-06-02,2008-04-18,5.4219,8.3014,8.0055,8.0055,6,3,65800000,1,1,0,0,0,0,"network_hosting",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"acquired"
"NJ",40.477604,-74.626824,"8844","c:173118","Hillsborough","Relationship Analytics",2012-08-01,2013-08-01,2013-04-05,2013-05-16,0.6767,0.789,0,0,2,2,125000,1,0,0,0,0,1,"analytics",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"closed"
"VA",39.050108,-77.40082,"20165","c:1607","Potomac Falls","Summize",2006-11-01,NA,2007-06-01,2007-06-01,0.5808,0.5808,-0.5041,3.8301,5,1,750000,3,0,0,0,0,1,"search",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"acquired"
"GA",33.749099,-84.390185,"30305","c:78759","Atlanta","JouleX",2009-01-01,NA,2011-06-10,2011-06-10,2.4384,2.4384,2.3288,2.4384,10,1,1.7e+07,2,0,0,0,0,1,"enterprise",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"acquired"
"CA",37.548415,-122.315636,"94403","c:3562","San Mateo","Etelos",1999-05-01,2013-01-01,2009-09-30,2012-05-29,10.4247,13.0877,8.9808,12.7233,4,3,4087500,3,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"closed"
"CA",34.491118,-119.808096,"93105","c:38655","Santa Barbara","Make It Work",1995-01-01,2012-06-01,2005-11-15,2005-11-15,10.8795,10.8795,15.4986,15.4986,3,1,1e+06,1,1,0,0,0,0,"hardware",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"closed"
"TX",30.280148,-97.749908,"78701","c:52406","Austin","MapMyFitness",2007-02-08,NA,2007-01-01,2013-06-19,-0.1041,6.3644,5.4822,6.7699,13,5,23500000,3,0,0,0,1,0,"health",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,"acquired"
"CA",37.7776778,-122.3921102,"94107","c:2178","San Francisco","What They Like",2007-08-29,2011-10-21,2007-08-29,2007-08-29,0,0,NA,NA,2,1,990000,0,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"closed"
"AZ",33.426418,-111.9396,"85281","c:10864","Tempe","FetchBack",2007-04-01,NA,2008-01-01,2008-01-01,0.7534,0.7534,3.1699,4.6247,13,1,1e+06,2,0,0,0,0,1,"advertising",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"acquired"
"MA",42.364367,-71.078978,"2142","c:934","Cambridge","Sermo",2006-01-01,NA,2006-09-01,2011-02-17,0.6658,5.1315,2.7479,6.0027,15,4,4.1e+07,2,0,0,1,0,0,"health",0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,"acquired"
"OR",45.3774456,-122.7569561,"97062","c:23251","Tualatin","Wi-Chi",2008-01-01,2011-12-10,2008-05-15,2008-05-15,0.3699,0.3699,NA,NA,3,1,7e+06,0,0,0,0,0,1,"semiconductor",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"closed"
"MA",42.3624253,-71.116031,"2139","c:25600","Cambridge","Alnara Pharmaceuticals",2008-01-01,NA,2008-10-30,2010-01-28,0.8301,2.0767,1.0027,1.0027,4,2,5.5e+07,1,0,0,1,0,0,"biotech",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,"acquired"
"CA",37.785053,-122.287295,"60606","c:46943","Chicago","Braintree",2007-10-01,NA,2011-06-29,2012-09-17,3.7452,4.9671,4.6822,4.8384,10,2,6.9e+07,2,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"acquired"
"CA",37.421692,-121.894156,"95035-5444","c:15829","Milpitas","Virident Systems",2006-01-01,NA,2007-05-01,2013-01-28,1.3288,7.0795,4.874,7.0055,25,8,129677153,3,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,"acquired"
"CA",37.502169,-122.217727,"94063","c:25737","Redwood City","Pearl Therapeutics",2006-01-01,NA,2008-07-03,2013-04-01,2.5041,7.2521,NA,NA,4,6,232000100,0,1,0,0,0,0,"biotech",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,"acquired"
"CA",37.388869,-122.072353,"94041","c:28483","Mountain View","Lexity",2009-08-01,NA,2009-09-01,2011-03-03,0.0849,1.5863,2.1151,4,5,2,5700000,3,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"acquired"
"MA",42.276316,-71.419229,"1702","c:21040","Framingham","Diligent Technologies",2002-01-01,NA,2007-08-21,2007-08-21,5.6384,5.6384,4.2493,4.2493,3,1,10500000,1,0,0,1,0,0,"security",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"acquired"
"NY",41.019264,-73.683462,"10573","c:15458","Rye Brook","eBillme",2004-10-01,2012-06-15,2006-09-20,2008-09-01,1.9699,3.9205,NA,NA,2,2,2.3e+07,0,0,1,0,0,0,"ecommerce",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"closed"
"WA",47.676378,-122.122155,"98052","c:1590","Redmond","Smilebox",2000-08-28,NA,2006-02-01,2010-02-23,5.4329,9.4959,NA,NA,13,3,1.4e+07,0,0,0,0,0,1,"photo_video",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"acquired"
"CA",37.536402,-122.325129,"94403","c:5988","San Mateo","B-hive Networks",2005-01-01,NA,2006-08-25,2006-08-25,1.6466,1.6466,NA,NA,4,2,7500000,0,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"acquired"
"NY",40.650104,-73.949582,"11211","c:34549","Brooklyn","Hot Potato",2009-01-01,NA,2009-11-25,2009-11-25,0.8986,0.8986,0.4137,1.6329,12,1,1420000,3,0,1,0,0,0,"social",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"acquired"
"WA",47.6257402,-122.3581623,"98119","c:19538","Seattle","Kashless",2008-09-01,2010-12-25,2008-10-29,2011-02-04,0.1589,2.4274,-0.1699,2.2137,1,2,9e+06,2,0,0,0,0,1,"ecommerce",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"closed"
"PA",40.245664,-74.845997,"19067","c:29605","Yardley","Three Screen Games",2009-01-01,2012-03-14,2009-10-07,2009-10-07,0.7644,0.7644,NA,NA,3,1,5e+05,0,0,0,0,0,1,"games_video",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"closed"
"CA",37.388869,-122.072353,"94041","c:148139","Mountain View","LaunchGram",2012-01-10,NA,2012-01-23,2012-10-01,0.0356,0.726,0.474,0.9205,4,2,70000,2,1,0,0,0,0,"news",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"acquired"
"CA",33.09568,-117.244034,"92009","c:904","Carlsbad","BrightQube",2006-10-01,2009-10-01,2007-05-01,2008-05-27,0.5808,1.6548,NA,NA,3,2,850000,0,1,0,0,0,0,"ecommerce",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,"closed"
"CA",34.019657,-118.487549,"90401","c:64694","Santa Monica","ServiceMesh",2008-01-01,NA,2011-11-16,2011-11-16,3.8767,3.8767,3.0027,5.8329,9,1,1.5e+07,2,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"acquired"
"CA",37.788266,-122.403865,"94108","c:1923","San Francisco","Lookery",2007-08-01,NA,2008-02-07,2008-09-04,0.5205,1.0959,0.2521,2.0575,12,2,3150000,2,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"acquired"
"CA",37.779281,-122.419236,"94109","c:152560","San Francisco","Wantful",2011-01-01,2013-09-06,2012-03-20,2012-03-20,1.2164,1.2164,1.4164,2.6822,6,1,5500000,2,1,0,0,0,0,"ecommerce",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"closed"
"CA",38.021489,-122.519998,"94903","c:71639","San Rafael","Zep Solar",2009-01-01,NA,2013-11-20,2013-11-20,4.8877,4.8877,3.2877,3.2877,8,1,10571182,1,1,0,0,0,0,"cleantech",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"acquired"
"CA",34.102827,-118.32999,"90028","c:65601","Hollywood","Help Me Rent Magazine",2010-01-01,2012-05-01,2010-08-01,2010-08-01,0.5808,0.5808,NA,NA,13,1,5e+05,0,1,0,0,0,0,"real_estate",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"closed"
"CA",37.872222,-122.268403,"94710","c:2351","Berkeley","MOG",2005-06-01,NA,2006-05-04,2010-02-26,0.9233,4.7425,0.6712,7.7671,12,7,24900000,3,1,0,0,0,0,"music",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,"acquired"
"CA",34.147645,-118.144478,"91105","c:6854","Pasadena","Loud3r",2007-09-01,2012-07-15,2009-06-05,2009-12-28,1.7616,2.326,0.8767,3.0274,12,2,3529175,3,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"closed"
"NY",40.7418877,-74.0047466,"10011","c:25306","New York","Oyster.com",2008-03-01,NA,2008-03-01,2012-10-11,0,4.6164,3.2904,5.2685,15,4,23400000,3,0,1,0,0,0,"travel",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,"acquired"
"CA",37.4155698,-121.9486567,"95134","c:10915","San Jose","LogLogic",2002-01-01,NA,2009-05-26,2009-05-26,7.4027,7.4027,7.4,11.874,15,1,8800000,3,1,0,0,0,0,"security",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"acquired"
"NY",40.728425,-73.999882,"10012","c:70661","New York","StyleTrek",2010-02-01,2012-01-01,2010-02-01,2010-02-01,0,0,0.3288,0.3288,2,1,1500000,1,0,1,0,0,0,"fashion",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"closed"
"CA",32.988247,-117.080769,"92128","c:9668","San Diego","Sequoia Communications",2000-01-01,2011-01-01,2004-11-09,2009-06-02,4.8603,9.4247,NA,NA,3,7,7.4e+07,0,1,0,0,0,0,"semiconductor",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,"closed"
"OR",45.520247,-122.674195,"97201","c:2434","Portland","SnapNames",2000-01-01,NA,2001-06-01,2001-12-31,1.4164,2,7.0055,11.4219,3,3,8800000,2,0,0,0,0,1,"network_hosting",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"acquired"
"CA",37.775228,-122.39963,"94107","c:522","San Francisco","Simple Star",2001-01-01,NA,2003-08-01,2005-08-10,2.5808,4.6082,0.5808,10.2219,3,2,7100000,3,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"acquired"
"MA",42.3751,-71.105616,"2142","c:1165","Cambridge","StyleFeeder",2006-05-03,NA,2007-09-01,2009-05-01,1.3315,2.9973,2.1616,5.9616,8,3,3500000,6,0,0,1,0,0,"ecommerce",0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,"acquired"
"CA",37.36883,-122.03635,"94089","c:80433","Sunnyvale","FlashSoft",2009-11-25,NA,2011-06-28,2011-06-28,1.589,1.589,1.1863,2.5452,6,1,3e+06,2,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"acquired"
"NY",42.961748,-78.870914,"14217","c:79456","Kenmore","TrustDegrees",2011-03-01,2012-01-01,2011-04-17,2011-06-09,0.1288,0.274,0.3068,0.3068,5,2,11000,1,0,1,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",33.553278,-117.6779,"92677","c:17282","Laguna Niguel","Symwave",2001-01-01,NA,2007-07-18,2009-08-06,6.5452,8.6,5.0027,5.0027,4,3,26200000,1,1,0,0,0,0,"semiconductor",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,"acquired"
"CA",37.398022,-122.049143,"94043","c:3610","Mountain View","Clearwell Systems",2004-12-06,2011-05-19,2006-04-04,2007-08-22,1.326,2.7096,4.3699,6.463,6,2,2.9e+07,3,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,"acquired"
"CA",37.400945,-122.111318,"94040-1309","c:30667","Mountain View","Impeva",2004-01-01,2012-03-16,2008-11-03,2008-11-03,4.8438,4.8438,NA,NA,2,1,1e+07,0,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"closed"
"CA",32.833501,-117.26162,"92037","c:59054","La Jolla","Nettle",2010-10-04,2012-01-01,2011-08-11,2011-08-11,0.8521,0.8521,0,2.9425,3,1,5e+05,3,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"closed"
"CA",37.487259,-122.232217,"94063","c:22721","Redwood City","CubeTree",2008-01-01,NA,2008-02-01,2009-11-02,0.0849,1.8384,1.4164,2.337,3,3,11500000,3,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,"acquired"
"TX",30.2734822,-97.7588828,"78703","c:22168","Austin","Infochimps",2009-07-14,NA,2010-09-14,2013-06-04,1.1699,3.8932,2.3014,3.4301,8,5,5350000,3,0,0,0,1,0,"enterprise",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"acquired"
"CA",37.787126,-122.39783,"94105","c:1205","San Francisco","Songbird",2006-02-01,2013-06-28,2006-10-02,2010-01-27,0.6658,3.989,5.0849,7.3699,27,3,11015719,4,1,0,0,0,0,"mobile",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"closed"
"CA",37.779281,-122.419236,"94103","c:23139","San Francisco","SimpleGeo",2009-05-01,NA,2009-11-10,2010-05-18,0.5288,1.0466,1.2959,3.3781,30,3,9807367,3,1,0,0,0,0,"advertising",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,"acquired"
"CA",37.779281,-122.419236,"94110","c:51379","San Francisco","1000memories",2010-07-01,NA,2010-01-01,2011-02-16,-0.4959,0.6301,0.589,3.011,8,2,2535000,2,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"acquired"
"TX",32.958634,-96.823641,"75001","c:23107","Addison","SensorLogic",2002-01-01,NA,2007-06-19,2010-12-13,5.4658,8.9534,8.8384,8.9534,4,3,1.9e+07,2,0,0,0,1,0,"enterprise",0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,"acquired"
"CA",37.388869,-122.072353,"94041","c:50162","Mountain View","TouristEye",2010-02-01,NA,2010-02-01,2012-11-06,0,2.7644,1.1616,1.1616,4,3,475000,1,1,0,0,0,0,"travel",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"acquired"
"NY",40.730646,-73.986614,"10005","c:15470","New York","Oberon Media",2003-01-01,NA,2008-10-06,2010-11-10,5.7671,7.863,9.2575,9.2575,16,2,3.6e+07,1,0,1,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"acquired"
"CA",37.662431,-121.874679,"94588","c:58237","Pleasanton","Arroyo Video Solutions",2002-01-01,NA,2005-03-02,2005-03-02,3.1671,3.1671,NA,NA,4,1,1.2e+07,0,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"acquired"
"CA",39.78373,-100.445882,"92130-2042","c:25001","San Diego","Aragon Pharmaceuticals",2009-01-01,NA,2009-05-27,2012-10-04,0.4,3.7589,3,3,15,4,1.22e+08,1,1,0,0,0,0,"biotech",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,"acquired"
"NY",40.730646,-73.986614,"10005","c:163104","New York","#waywire",2012-06-01,NA,2012-06-30,2012-06-30,0.0795,0.0795,0.5014,1.3781,8,1,1750000,2,0,1,0,0,0,"news",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"acquired"
"NY",40.729839,-73.991781,"10003","c:43263","New York","Feedtrace",2009-08-10,NA,2010-03-01,2010-03-01,0.5562,0.5562,-0.0247,1.9288,3,1,130000,2,0,1,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"acquired"
"OH",41.505161,-81.693445,"44131","c:37173","Cleveland","Five Star Technologies",1999-01-01,2012-02-02,2006-11-30,2009-11-24,7.9178,10.9041,NA,NA,4,3,13222860,0,0,0,0,0,1,"other",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"closed"
"IN",39.914281,-86.076478,"46250","c:12179","Indianapolis","Vontoo",2005-01-01,2012-10-31,2009-02-17,2011-02-24,4.1315,6.1507,5.5699,6.1096,10,2,2192000,3,0,0,0,0,1,"public_relations",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"closed"
"MA",42.3751,-71.105616,"2142","c:42501","Cambridge","Allurent",2005-01-01,NA,2010-02-22,2010-02-22,5.1452,5.1452,2,2,4,1,2e+06,1,0,0,1,0,0,"web",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"acquired"
"CA",37.5455355,-122.3208802,"94608","c:15017","Emeryville","Quantivo",2005-01-01,NA,2008-01-09,2009-12-16,3.0219,4.9589,6.5836,6.6822,11,2,9400000,2,1,0,0,0,0,"analytics",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"acquired"
"CA",37.431091,-122.099263,"94043","c:17320","Mountain View","Crossing Automation",2003-01-01,NA,2008-05-05,2010-03-23,5.3452,7.2274,NA,NA,2,4,13045000,0,1,0,0,0,0,"semiconductor",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"acquired"
"CA",25.752358,-80.25468,"94104","c:1716","San Francisco","Scrapblog",2006-01-01,NA,2006-03-06,2010-02-05,0.1753,4.0986,0.7342,5.0493,8,4,1e+07,3,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"acquired"
"CA",37.558245,-122.302654,"94402","c:6356","San Mateo","Yield Software",2007-01-01,NA,2008-06-04,2008-06-04,1.4247,1.4247,1,1,7,1,6e+06,1,1,0,0,0,0,"advertising",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,"acquired"
"PA",40.039353,-76.307448,"17603","c:7163","Lancaster","FlyCast",2006-01-01,2013-01-01,2008-01-01,2009-07-22,2,3.5562,4.5699,4.5699,3,2,2100000,1,0,0,0,0,1,"mobile",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"closed"
"WA",39.78373,-100.445882,"98104","c:46835","Seattle","Off & Away",2009-12-01,NA,2010-05-03,2010-10-21,0.4192,0.8877,0.0849,1.863,3,2,3250000,3,0,0,0,0,1,"travel",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,"acquired"
"CA",37.3969138,-121.8939054,"95131","c:18027","San Jose","CypherMax",2000-01-01,2012-09-10,2006-07-27,2007-02-25,6.5726,7.1562,NA,NA,1,3,1.48e+08,0,1,0,0,0,0,"hardware",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,"closed"
"CA",34.185043,-118.878852,"91360","c:17634","Thousand Oaks","Nexsan",2000-01-01,NA,2003-12-01,2009-04-18,3.9178,9.3014,10.7507,10.7507,10,2,24500000,1,1,0,0,0,0,"hardware",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,"acquired"
"UT",40.233844,-111.658534,"84087","c:47341","Provo","Tipping Bucket",2009-04-08,2012-01-01,2009-04-01,2010-03-01,-0.0192,0.8959,1.063,1.063,4,2,72000,1,0,0,0,0,1,"enterprise",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",37.416597,-122.154064,"94304","c:42610","Palo Alto","Qlusters",2001-01-01,2008-09-11,2007-08-08,2007-08-08,6.6027,6.6027,4.0027,4.0027,3,1,10360000,1,1,0,0,0,0,"other",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"closed"
"NY",40.775309,-73.983656,"10001","c:10137","New York","Producteev",2008-07-08,NA,2008-07-15,2010-02-01,0.0192,1.5699,2.4849,4.8712,12,3,1310000,2,0,1,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"acquired"
"NY",40.759089,-73.987573,"10036","c:47662","New York","SpinTheCam",2010-02-12,2012-02-17,2010-01-01,2010-01-01,-0.1151,-0.1151,0.0466,0.0466,1,1,150000,1,0,1,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",37.229676,-121.971225,"95032-5405","c:29387","Los Gatos","Amalfi Semiconductor",2003-01-01,NA,2006-02-01,2012-04-24,3.0877,9.3178,0.4959,9.5315,5,3,6.4e+07,2,1,0,0,0,0,"semiconductor",0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,"acquired"
"OH",39.96226,-83.000706,"43207","c:58696","Columbus","Dormzy",2010-05-01,2013-03-01,2010-05-01,2010-05-01,0,0,0,0,2,1,250000,1,0,0,0,0,1,"ecommerce",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",34.144926,-118.149767,"91105","c:13815","Pasadena","iChange",2008-01-01,NA,2007-10-01,2010-02-01,-0.2521,2.0877,1.4164,1.4164,6,3,1830000,1,1,0,0,0,0,"health",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,"acquired"
"OR",39.78373,-100.445882,"97204","c:55307","Portland","AppFog",2010-08-01,NA,2011-01-01,2011-08-10,0.4192,1.0247,0.7726,2.1699,10,2,9800000,4,0,0,0,0,1,"enterprise",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,"acquired"
"CA",38.904549,-77.061767,"94104","c:2033","San Francisco","HotPads",2005-05-04,NA,2007-03-01,2007-03-01,1.8247,1.8247,3.8959,5.9068,15,1,2300000,3,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"acquired"
"WA",47.682233,-122.135521,"98052","c:444","Redmond","Sampa",2005-03-01,2009-07-17,2007-08-01,2008-04-02,2.4192,3.0904,-0.1616,3.9699,3,2,1310000,4,0,0,0,0,1,"web",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"closed"
"CA",37.781557,-122.407959,"94103","c:454","San Francisco","DanceJam",2007-04-01,2011-01-01,2007-05-01,2008-02-01,0.0822,0.8384,0,4.1836,4,2,4500000,5,1,0,0,0,0,"games_video",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,"closed"
"CA",37.571318,-122.267962,"94404","c:11531","Foster City","Right90",2003-01-01,NA,2005-02-28,2008-09-23,2.1616,5.7315,5.0027,5.0027,5,3,2.2e+07,1,1,0,0,0,0,"software",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,"acquired"
"CA",37.775196,-122.419204,"94107","c:741","San Francisco","SocialMedia.com",2007-01-01,NA,2007-09-01,2009-01-29,0.6658,2.0795,3.0301,4.2877,23,3,1e+07,3,1,0,0,0,0,"advertising",0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,"acquired"
"NY",40.730646,-73.986614,"10014","c:37826","New York","BuyWithMe",2009-03-01,NA,2010-01-20,2011-06-01,0.8904,2.2521,2.6603,2.7534,21,4,36500000,3,0,1,0,0,0,"ecommerce",0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,"acquired"
"CO",47.601803,-122.332085,"80205","c:7299","Denver","Photobucket",2003-06-01,NA,2005-03-01,2013-05-14,1.7507,9.9589,9.3425,10.4603,35,7,33672656,3,0,0,0,0,1,"web",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"acquired"
"CA",37.320309,-122.05004,"95014","c:35579","Cupertino","XtremIO",2009-01-01,NA,2009-11-11,2011-12-05,0.8603,2.926,3,3,4,3,1.9e+07,1,1,0,0,0,0,"enterprise",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,"acquired"
"CA",37.36883,-122.03635,"94086","c:21654","Sunnyvale","Level 5 Networks",2002-01-01,NA,2005-06-20,2005-06-20,3.4685,3.4685,2,2,3,1,3e+07,1,1,0,0,0,0,"semiconductor",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"acquired"
"CA",37.388869,-122.072353,"94041","c:57338","Mountain View","Votizen",2009-03-19,NA,2010-09-23,2012-02-24,1.5151,2.937,2.6384,3.8164,6,2,2250000,2,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"acquired"
"CA",34.1086325,-118.0215818,"91006","c:16613","Arcadia","Siimpel Corporation",2000-01-01,NA,2005-11-11,2009-12-16,5.8658,9.9644,8.1699,8.1699,7,6,53818873,1,1,0,0,0,0,"hardware",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,"acquired"
"CA",37.553743,-122.300246,"94402","c:334","San Mateo","TalkPlus",2004-02-01,2008-05-07,2006-10-01,2006-10-01,2.6658,2.6658,NA,NA,6,1,5500000,0,1,0,0,0,0,"web",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"closed"
"WA",47.578174,-122.212731,"98006","c:8527","Bellevue","Napera Networks",2006-12-01,NA,2008-11-29,2008-11-29,1.9973,1.9973,-0.0822,3.5205,3,1,6e+06,2,0,0,0,0,1,"network_hosting",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"acquired"
"CA",39.78373,-100.445882,"94063-2026","c:1389","Redwood City","NebuAd",2006-01-01,2009-05-20,2007-07-01,2007-09-01,1.4959,1.6658,0,7.5233,2,2,30150000,3,1,0,0,0,0,"advertising",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"closed"
"CA",37.674559,-122.385658,"94005","c:31614","Brisbane","Tercica",2002-01-01,NA,2005-10-14,2007-07-06,3.7863,5.5123,NA,NA,11,2,8.3e+07,0,1,0,0,0,0,"biotech",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"acquired"
